CG_ID	SSP1	SSP2	SSH11	SSH12	log2_P_ratio	log2_H_ratio	perc_cis	FBgn_ID	Gene_name	tau	Age_classification	HK_bin	min	class	pvalsPar1.adj	pvalsHyb1.adj
CG4764	120	133	95	158	-0.148391839892671	-0.733925139846155	55.6232100768253	FBgn0031310	Vps29	0.305	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.631084466006237	0.00168781294002112
CG4768	77	87	87	77	-0.176156955153827	0.176156955153827	33.3333333333333	FBgn0030790	CG4768	0.331	Bilateria	non_HKs	0	non_TS_non_HK	0.660836011824374	0.775739756785475
CG4769	712	685	703	694	0.0557732531185086	0.0185890264942742	33.3296436103086	FBgn0035600	Cyt-c1	0.352	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.66411897610868	0.9811497364186
CG4774	59	69	56	72	-0.225881407416328	-0.362570079384708	72.621677317037	FBgn0039360	CLS	0.483	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.605733399266189	0.469747171820463
CG4784	108	58	101	65	0.896906507035896	0.63584366972334	70.8929709769507	FBgn0036619	Cpr72Ec	0.874	Pan-drosophilid	non_HKs	0	TS	0.000846096747523787	0.052927242338745
CG4789	98	65	78	85	0.592342031086754	-0.123988717275453	14.7549500333622	FBgn0030792	CG4789	0.312	Diptera	non_HKs	0	non_TS_non_HK	0.0421510560921483	0.877409801860646
CG4792	130	165	169	126	-0.343954401217361	0.423599512782268	35.5621285434819	FBgn0039016	Dcr-1	0.347	Eukaryota	non_HKs	0	non_TS_non_HK	0.12659229165456	0.0932043752889718
CG4795	37	32	38	31	0.20945336562895	0.29373120305671	77.7048090384963	FBgn0261714	Cpn	0.893	Pan-drosophilid	non_HKs	0	TS	0.789443008302361	0.766189032044904
CG4802	89	71	83	77	0.325986311461716	0.108252890652023	33.2078025505487	FBgn0034215	Mtap	0.322	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.33624155192951	0.911444084211681
CG4806	107	63	77	93	0.76418706290123	-0.27237227041313	20.8087473507008	FBgn0260456	CG4806	0.289	Eukaryota	non_HKs	0	non_TS_non_HK	0.00470575997940803	0.558689203309311
CG4816	43	51	41	53	-0.246160587269398	-0.370368449945115	74.8860065664039	FBgn0022987	qkr54B	0.276	Diptera	non_HKs	0	non_TS_non_HK	0.650874910141066	0.566020036989594
CG4817	151	114	134	131	0.405514725160337	0.0326661889203221	8.05548772795023	FBgn0010278	Ssrp	0.443	Eukaryota	non_HKs	0	non_TS_non_HK	0.0802124097515468	1
CG4827	36	55	48	43	-0.611434712082347	0.158697746019058	17.0857650101219	FBgn0034225	veil	0.688	Diptera	non_HKs	0	TS	0.146984176325971	0.903349264536404
CG4832	253	306	264	295	-0.274394267998342	-0.16017702489075	58.3747707483883	FBgn0013765	cnn	0.423	Diptera	non_HKs	0	non_TS_non_HK	0.0826462667745619	0.497677049369415
CG4840	76	103	89	90	-0.438573013739633	-0.0161196653632769	3.67548044642041	FBgn0086757	cbs	0.406	Bilateria	non_HKs	0	non_TS_non_HK	0.133708750566276	1
CG4842	103	152	84	171	-0.561426986260367	-1.02553509210714	68.8443443044453	FBgn0036620	CG4842	0.645	Diptera	non_HKs	0	TS	0.0111623777651667	2.20257448210883e-06
CG4845	105	135	119	121	-0.362570079384708	-0.0240454739666509	6.6319520925325	FBgn0243511	psidin	0.567	Eukaryota	non_HKs	0	non_TS_non_HK	0.151658178273838	1
CG4849	87	69	77	79	0.334419039070559	-0.0369942074822016	9.05816167572559	FBgn0039566	CG4849	0.387	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.329401942715645	1
CG4851	24	43	21	46	-0.841302253980942	-1.13124453327825	79.5985807965767	FBgn0032358	Ppt2	0.418	Diptera	non_HKs	0	non_TS_non_HK	0.0809917345010302	0.0304011213969949
CG4852	27	35	37	25	-0.374395514781498	0.565597175854225	37.5664839703543	FBgn0029121	Sras	0.324	Eukaryota	non_HKs	0	non_TS_non_HK	0.560812903413553	0.433888584415923
CG4857	289	593	467	415	-1.03696261204532	0.170311213475375	12.3630272291205	FBgn0026083	tyf	0.3	Pan-drosophilid	non_HKs	0	non_TS_non_HK	3.57204220952931e-23	0.29674953533093
CG4863	2443	1748	2091	2100	0.482948678766658	-0.00619626596390578	1.25090863229785	FBgn0020910	RpL3	0.16	Cellular_Organisms	HK	21.61596262	non_TS_HK	3.89045967233221e-25	1
CG4867	170	136	147	159	0.321928094887362	-0.113210610447991	20.6457101685746	FBgn0040239	bc10	0.371	Bilateria	non_HKs	0	non_TS_non_HK	0.147888142484003	0.806153211162569
CG4869	54	89	64	79	-0.720845928802929	-0.303780748177103	42.142257594709	FBgn0003890	betaTub97EF	0.55	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0174418231422792	0.546587791786615
CG4877	59	82	61	80	-0.474908955256242	-0.391190757324476	82.3717373603546	FBgn0036624	RAF2	0.349	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.156190391726781	0.379895813245242
CG4882	121	117	125	113	0.0484985176911901	0.145605322246899	59.9909547846022	FBgn0025336	CG4882	0.313	Bilateria	non_HKs	0	non_TS_non_HK	0.93820666482598	0.770882186204
CG4884	39	37	31	45	0.0759488532332984	-0.5376567859428	46.7014969143349	FBgn0039565	CG4884	0.617	Bilateria	non_HKs	0	TS	0.973615164356756	0.390289058376696
CG4899	181	352	288	245	-0.959585731554092	0.233287062439742	16.3577078254837	FBgn0011693	Pdh	0.74	Eukaryota	non_HKs	0	TS	2.6593433236049e-12	0.259755939487513
CG4900	115	72	94	93	0.675565049502063	0.015430040569606	2.28401995943676	FBgn0024958	Irp-1A	0.287	mel-group	non_HKs	0	non_TS_non_HK	0.00920626351429982	1
CG4901	97	99	99	97	-0.029443777892482	0.0294437778924818	33.3333333333333	FBgn0032194	CG4901	0.354	Eukaryota	non_HKs	0	non_TS_non_HK	0.994130097914089	1
CG4903	66	122	95	93	-0.886343218204433	0.0306967972229164	3.23895799057076	FBgn0034240	MESR4	0.344	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.000379669404114833	1
CG4904	465	507	491	481	-0.124755031007947	0.029686130544651	16.1226128981313	FBgn0250843	Prosalpha6	0.19	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.349350667938034	0.954492771522101
CG4908	62	48	49	61	0.369233809665719	-0.316027493447678	31.5620722545857	FBgn0032195	CG4908	0.365	Eukaryota	non_HKs	0	non_TS_non_HK	0.385144836905696	0.612909030758027
CG4911	105	101	100	106	0.056034034914328	-0.0840642647884745	37.5014735307178	FBgn0035959	CG4911	0.463	Bilateria	non_HKs	0	non_TS_non_HK	0.930841766925605	0.927938537266334
CG4912	552	405	535	422	0.446746359006182	0.342295892581324	76.6197386236756	FBgn0032198	eEF1delta	0.148	Eukaryota	non_HKs	0	non_TS_non_HK	2.05443098768532e-05	0.00477283378073845
CG4917	53	57	57	53	-0.104969559601542	0.104969559601542	33.3333333333333	FBgn0039003	wfs1	0.532	Bilateria	non_HKs	0	non_TS_non_HK	0.888603542718094	0.955050069729016
CG4919	459	603	530	532	-0.393663848486277	-0.00543388605062811	1.38033656672376	FBgn0046114	Gclm	0.445	Eukaryota	non_HKs	0	non_TS_non_HK	9.14814123095662e-05	1
CG4920	79	132	88	123	-0.740613371181351	-0.483082886701943	65.227405485723	FBgn0000533	ea	0.622	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	TS	0.00192646188294888	0.11226219514084
CG4930	66	75	76	65	-0.184424571137427	0.225559700415131	35.4908095055614	FBgn0028515	EndoGI	0.291	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.676188351384635	0.710119974692484
CG4931	243	273	231	285	-0.167944637314072	-0.303069067636047	69.1632963629872	FBgn0038320	Sra-1	0.218	Eukaryota	non_HKs	0	non_TS_non_HK	0.367663019177139	0.113681548400945
CG4934	29	35	29	35	-0.271302021817394	-0.271302021817394	100	FBgn0000221	brn	0.559	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.705781033180181	0.807050204751959
CG4936	47	61	56	52	-0.376148485885249	0.106915203916512	18.1218692829317	FBgn0038768	CG4936	0.38	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.38015113540119	0.954492771522101
CG4937	111	172	123	160	-0.631848888351992	-0.379413589548122	60.0481533706138	FBgn0030808	RhoGAP15B	0.369	Bilateria	non_HKs	0	non_TS_non_HK	0.00202660122680639	0.159252135809508
CG4938	65	74	74	65	-0.187085552600495	0.187085552600495	33.3333333333333	FBgn0021750	Aats-ser	0.515	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.673899389809973	0.786448645427948
CG4942	22	40	27	35	-0.862496476250065	-0.374395514781498	43.4083529719777	FBgn0035960	CG4942	0.474	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0876107078853731	0.684754406598891
CG4943	122	143	126	139	-0.229133999215503	-0.141661149223591	61.8245872321885	FBgn0029006	Smurf	0.405	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.389268418150147	0.758481975906117
CG4947	38	24	31	31	0.662965012722429	0	0	FBgn0031321	Tgt	0.538	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.217489105167719	1
CG4951	35	39	32	42	-0.156119201917282	-0.39231742277876	62.419675110477	FBgn0039563	CG4951	0.563	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.855170872419723	0.61432161088518
CG4953	46	56	51	51	-0.283792966000591	0	0	FBgn0032204	CG4953	0.387	Eukaryota	non_HKs	0	non_TS_non_HK	0.559565158493055	1
CG4954	1598	1404	1494	1508	0.186724472623416	-0.0134562804794272	6.298664727642	FBgn0034258	eIF3-S8	0.256	Eukaryota	non_HKs	0	non_TS_non_HK	0.00238985139049609	0.974400787563174
CG4963	216	196	213	199	0.14017765804826	0.0980849996821895	69.971920666859	FBgn0039561	mfrn	0.455	Eukaryota	non_HKs	0	non_TS_non_HK	0.539604136279818	0.801751165383839
CG4968	107	107	120	94	0	0.352301743930881	50	FBgn0032214	CG4968	0.446	Eukaryota	non_HKs	0	non_TS_non_HK	1	0.297552133257125
CG4972	179	239	220	198	-0.417051030716492	0.15200309344505	21.0805869123111	FBgn0032217	CG4972	0.331	Eukaryota	non_HKs	0	non_TS_non_HK	0.0158446857506454	0.62277703041422
CG4973	30	20	32	18	0.584962500721156	0.830074998557688	77.2028135875326	FBgn0038772	mdlc	0.458	Eukaryota	non_HKs	0	non_TS_non_HK	0.368514732602295	0.250360184470271
CG4974	37	46	33	50	-0.314108590428063	-0.599462070416271	67.7499474486221	FBgn0263930	dally	0.275	Bilateria	non_HKs	0.33474878	non_TS_non_HK	0.565612158910892	0.282749254760177
CG4976	76	80	91	65	-0.0740005814437769	0.485426827170242	46.4588083720485	FBgn0039559	Mes-4	0.4	Bilateria	non_HKs	0	non_TS_non_HK	0.911712761117555	0.197627301883472
CG4980	47	50	39	58	-0.0892673380970874	-0.572578776265324	54.2271126712248	FBgn0039558	BCAS2	0.426	Eukaryota	non_HKs	0	non_TS_non_HK	0.933597108490042	0.255042383341261
CG4991	49	48	45	52	0.0297473433940519	-0.208586621811417	46.6719654164278	FBgn0030817	CG4991	0.761	Pan-drosophilid	non_HKs	0	TS	1	0.812177494368906
CG4993	166	286	220	232	-0.784831905431465	-0.0766212816029125	9.76276334749537	FBgn0024734	PRL-1	0.261	Eukaryota	non_HKs	0	non_TS_non_HK	2.36416745221496e-07	0.85642833791732
CG4994	2210	2599	2484	2325	-0.233910264193407	0.0954344573377253	22.4668397334957	FBgn0026409	Mpcp	0.244	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	2.79572762916043e-07	0.125702357331859
CG4996	77	72	78	71	0.096861539252589	0.135655099357566	77.762190764609	FBgn0034271	CG4996	0.337	Eukaryota	non_HKs	0	non_TS_non_HK	0.867649975768662	0.869516966796219
CG4999	70	93	92	71	-0.409875794163065	0.373814836552331	32.2948657369813	FBgn0035936	Tsp66E	0.499	Bilateria	non_HKs	0	non_TS_non_HK	0.19464685625078	0.359911531531824
CG5000	189	304	228	265	-0.685685089222513	-0.21695853528582	31.6411336189074	FBgn0027948	msps	0.232	Eukaryota	HK	8.596136197	non_TS_HK	2.81291981846602e-06	0.334770095203372
CG5003	127	115	114	128	0.143194635827791	-0.167109985835258	35.0031153656836	FBgn0039554	CG5003	0.318	Diptera	non_HKs	0	non_TS_non_HK	0.659294528005168	0.711935388159729
CG5004	94	126	116	104	-0.422691071822279	0.15754127698648	21.3536065099464	FBgn0260748	CG5004	0.332	Bilateria	non_HKs	0	non_TS_non_HK	0.101955760341138	0.756372687265227
CG5008	95	48	88	55	0.984893107609792	0.678071905112638	68.8472586388822	FBgn0040321	GNBP3	0.581	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.000705750822143377	0.0578160338354558
CG5009	105	167	142	130	-0.66945877480793	0.127379306476227	13.7823966702141	FBgn0027572	CG5009	0.326	Eukaryota	non_HKs	0	non_TS_non_HK	0.00128337357671821	0.7917347242362
CG5012	186	152	180	158	0.291231297664446	0.188072348152572	64.5783436261261	FBgn0011787	mRpL12	0.439	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.173422828151773	0.562103928441085
CG5014	276	239	253	262	0.20765764879742	-0.0504294268431402	16.3457793787885	FBgn0029687	Vap-33A	0.206	Eukaryota	non_HKs	0	non_TS_non_HK	0.2399691558224	0.926574522429882
CG5018	49	55	42	62	-0.166649869409451	-0.561878887608115	58.7059081007683	FBgn0263605	l(3)72Dn	0.423	Eukaryota	non_HKs	0	non_TS_non_HK	0.784652066825836	0.242199512935343
CG5021	89	107	90	106	-0.265733555434749	-0.236067358233524	88.8361117388092	FBgn0035944	CG5021	0.38	Eukaryota	non_HKs	0	non_TS_non_HK	0.395801747285777	0.599142595014372
CG5025	42	70	59	53	-0.736965594166206	0.154722594798642	14.7860283169265	FBgn0032224	Sps2	0.491	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.0376767040845065	0.876332111176158
CG5026	121	129	117	133	-0.0923640181486596	-0.184917715917785	66.6438799805302	FBgn0035945	CG5026	0.296	Bilateria	non_HKs	0	non_TS_non_HK	0.806446961859863	0.656506935977697
CG5027	141	109	126	124	0.371367027621867	0.0230836131130412	6.21584884928056	FBgn0036579	CG5027	0.257	Eukaryota	non_HKs	0	non_TS_non_HK	0.130476290417258	1
CG5028	162	135	142	155	0.263034405833794	-0.126377285769555	24.5017422460712	FBgn0039358	CG5028	0.388	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.268447816912656	0.779369050858893
CG5029	22	53	42	33	-1.2684888359259	0.347923303420307	17.7120106803297	FBgn0019932	SamDC	0.335	Eukaryota	non_HKs	0	non_TS_non_HK	0.00249811852299586	0.668894185427646
CG5034	53	53	67	39	0	0.780686971595524	50	FBgn0032223	GATAd	0.216	Bilateria	non_HKs	0	non_TS_non_HK	1	0.0644900388529233
CG5037	256	295	279	272	-0.204571144249204	0.036658470578848	13.1918108418253	FBgn0032222	CG5037	0.433	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.229107614215675	0.968144621838376
CG5045	98	88	97	89	0.155278225477911	0.12417941122073	79.9721988311845	FBgn0032229	CG5045	0.523	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.683785513247028	0.858395537999603
CG5053	148	151	139	160	-0.0289513736961291	-0.202987022163855	53.8394738501574	FBgn0261986	RASSF8	0.411	Bilateria	non_HKs	0	non_TS_non_HK	0.973002650379611	0.555526911378523
CG5055	62	145	92	115	-1.22571277962806	-0.321928094887362	26.2645621582775	FBgn0000163	baz	0.471	Bilateria	non_HKs	0	non_TS_non_HK	1.05102062724069e-07	0.374856807648722
CG5056	104	37	112	29	1.49098635251214	1.94937392693003	80.9620855653156	FBgn0032231	CG5056	0.414	Pan-drosophilid	non_HKs	0	non_TS_non_HK	1.94045847270384e-07	7.96831488025388e-11
CG5057	129	75	122	82	0.782408564927373	0.573185332944803	73.2590821009236	FBgn0036581	MED10	0.283	Eukaryota	non_HKs	0	non_TS_non_HK	0.00121476223223229	0.0512716215750906
CG5063	46	56	39	63	-0.283792966000591	-0.691877704637668	62.9001207148355	FBgn0038327	Trax	0.308	Eukaryota	non_HKs	0	non_TS_non_HK	0.559565158493055	0.124063924944236
CG5064	353	411	338	426	-0.219470210410503	-0.333830183943654	74.4840506589952	FBgn0035947	Srp68	0.259	Eukaryota	non_HKs	0	non_TS_non_HK	0.107985930592642	0.0185722691001175
CG5068	94	65	88	71	0.532221038649183	0.309684499132615	58.1871960414451	FBgn0035951	CG5068	0.369	Eukaryota	non_HKs	0	non_TS_non_HK	0.0788644267604288	0.497677049369415
CG5080	41	43	47	37	-0.0687127500840142	0.345135486048687	45.4733712940162	FBgn0031313	CG5080	0.51	Diptera	non_HKs	0	non_TS_non_HK	0.976397950345374	0.638771957091053
CG5081	257	189	242	204	0.443382124972805	0.246437895303099	55.5813780986805	FBgn0267849	Syx7	0.308	Eukaryota	non_HKs	0	non_TS_non_HK	0.00704640526460902	0.285285331614386
CG5085	37	24	28	33	0.624490864907794	-0.237039197300849	21.5770826690241	FBgn0038788	Sirt2	0.567	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.258418855651605	0.858504734124684
CG5087	250	129	224	155	0.954557029238833	0.531230516783366	55.6520459764433	FBgn0035953	CG5087	0.302	Eukaryota	non_HKs	0	non_TS_non_HK	8.3981590006813e-09	0.00680263083771366
CG5091	23	38	33	28	-0.724365557386573	0.237039197300849	19.7789138914332	FBgn0032234	gny	0.432	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.173075658210619	0.858504734124684
CG5092	104	150	132	122	-0.528378972354789	0.113656781795567	15.0400826247807	FBgn0021796	Tor	0.234	Eukaryota	HK	2.866624838	non_TS_HK	0.0186893903785771	0.833088711820267
CG5094	123	91	111	103	0.434719865140544	0.107915339166888	24.8241103801407	FBgn0032640	Sgt	0.441	Bilateria	non_HKs	0	non_TS_non_HK	0.0966497222607261	0.874771475853552
CG5098	125	118	127	116	0.0831412353002459	0.130703691644594	73.3194120808072	FBgn0034300	CG5098	0.592	Eukaryota	non_HKs	0	non_TS_non_HK	0.835335855291036	0.801099781171085
CG5099	65	51	63	53	0.349942471056959	0.249359468936717	71.2572749982468	FBgn0011666	msi	0.342	Eukaryota	HK	1.328185781	non_TS_HK	0.399520932926133	0.711935388159729
CG5102	212	175	181	206	0.276709342730871	-0.186654640100013	28.7152757652385	FBgn0267821	da	0.218	Bilateria	non_HKs	0	non_TS_non_HK	0.163053292766088	0.5244427630505
CG5109	71	72	72	71	-0.0201778819376302	0.0201778819376303	33.3333333333334	FBgn0003044	Pcl	0.426	Bilateria	non_HKs	0	non_TS_non_HK	1	1
CG5112	249	243	254	238	0.0351894284623002	0.0938669234642223	61.5341579902218	FBgn0039341	CG5112	0.396	Eukaryota	non_HKs	0	non_TS_non_HK	0.920935401029571	0.787611858906785
CG5114	182	104	150	136	0.807354922057604	0.141355849245542	17.5085139612806	FBgn0036460	CG5114	0.329	Eukaryota	non_HKs	0	non_TS_non_HK	4.04325637276281e-05	0.742965132760112
CG5116	66	42	78	30	0.652076696579693	1.37851162325373	65.4891509383473	FBgn0039339	CG5116	0.565	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.0795966087529268	0.000114417418014121
CG5119	3990	1893	2781	3102	1.075714335406	-0.157594941689404	11.3303949733569	FBgn0265297	pAbp	0.19	Cellular_Organisms	HK	182.5277496	non_TS_HK	1.5234434816869e-165	0.000638549919555375
CG5124	204	195	157	242	0.065095028221885	-0.624242488382968	47.5222282626596	FBgn0000057	adp	0.51	Eukaryota	non_HKs	0	non_TS_non_HK	0.827940027433163	0.000540133263114444
CG5125	249	127	179	197	0.971317245295915	-0.13823604219212	11.078476061945	FBgn0002938	ninaC	0.837	Bilateria	non_HKs	0	TS	5.1661220333966e-09	0.691606075116197
CG5127	73	56	67	62	0.382469636822413	0.111892880070897	29.25536285717	FBgn0039335	Vps33B	0.338	Bilateria	non_HKs	0	non_TS_non_HK	0.308800748237946	0.926574522429882
CG5130	40	39	39	40	0.0365258760251139	-0.036525876025114	33.3333333333334	FBgn0037000	ZnT77C	0.512	Diptera	non_HKs	0	non_TS_non_HK	1	1
CG5131	47	59	56	50	-0.328054197684204	0.16349873228288	24.9596698558548	FBgn0032644	CG5131	0.349	Eukaryota	non_HKs	0	non_TS_non_HK	0.465798451247029	0.871589097569418
CG5146	105	97	113	89	0.114332675478995	0.34444553144879	59.9496133015024	FBgn0035617	l(3)psg2	0.397	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.783368712532601	0.335568172236599
CG5147	51	48	50	49	0.0874628412503394	0.0291463456595165	33.3242611866367	FBgn0036775	CG5147	0.347	Bilateria	non_HKs	0	non_TS_non_HK	0.935107579660524	1
CG5148	33	70	59	44	-1.08488889758651	0.423211430724544	21.9131597342872	FBgn0038478	cal1	0.425	Pan-drosophilid	HK	6.983776055	non_TS_HK	0.00201102646531863	0.442126365082944
CG5149	75	105	86	94	-0.485426827170242	-0.128324096975539	26.4353121403683	FBgn0031904	CG5149	0.286	Eukaryota	non_HKs	0	non_TS_non_HK	0.0885048386530992	0.854908021631147
CG5151	219	164	222	161	0.41723505498309	0.463498988235489	90.9244216669654	FBgn0036576	CG5151	0.502	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.0223580097336246	0.0224952136869894
CG5154	46	36	50	32	0.3536369546147	0.643856189774725	68.9297858167826	FBgn0064237	Idgf5	0.696	Pan-drosophilid	non_HKs	0	TS	0.507662944740371	0.237415368422681
CG5161	23	22	34	11	0.0641303374197156	1.62803122261304	51.0045692585828	FBgn0266724	Trs20	0.362	Eukaryota	non_HKs	0	non_TS_non_HK	1	0.010698763689387
CG5162	41	41	57	25	0	1.18903382439002	50	FBgn0030828	CG5162	0.818	Diptera	non_HKs	0	TS	1	0.00758330812569152
CG5163	154	175	119	210	-0.184424571137427	-0.819427754358179	56.3400937910611	FBgn0013347	TfIIA-S	0.285	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.44814860354925	1.87388235378513e-05
CG5164	362	203	328	237	0.834509969898029	0.468808755719825	56.1777297612286	FBgn0034335	GstE1	0.39	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	4.17337105762668e-10	0.00261610428425643
